,School Scrubbed Address,Project Scrubbed Address,Similarity,ProjectKey,ProjectKey,ProjectName,ContractStatus,Status,BuildingType,School Name,Total Students All Grades (Includes AE) [Public School] 2019-20,ProjectSquareFeet,SQFT_Per_Student
892,510 chambers street steilacoom wa 98388,511 chambers steilacoom wa 98388,0.9202864609298537,28515,28515,Steilacoom Sd-Pioneer Middle   Sch Impro,,D,,FUTURES PROGRAM,10,44400.0,4440.0
76,10620 direct river dr coon rapids mn 55433,10620 direct river drive coon rapids mn 554333800,0.9201853186462151,21177,21177,AH ISD - Mississippi Elementary,,D,,MISSISSIPPI ELEMENTARY,395,4380.0,11.08860759493671
438,208 w 21st st yankton sd 57078,208 west 21st street yankton sd 57078,0.9198490145236017,11566,11566,Yankton Stewart Elem.School Add/Renov. N,No Contract,D,Elementary School,STEWART ELEMENTARY - 05,260,13500.0,51.92307692307692
431,204 n league rd colfax ia 50054,204 north league road colfax ia 50054,0.9192246016146697,7906,7906,Colfax-Mingo H.S. Addition/Renovation,No Revised Contract,D,High School,COLFAX-MINGO HIGH SCHOOL,356,85540.0,240.2808988764045
994,6600 arapahoe avenue boulder co 80303,6600 arapahoe road boulder co 80303,0.9192194726867283,100638,100638,BVSD AR IT Dept Mod,Contract,A,Academic,ARAPAHOE RIDGE HIGH SCHOOL,150,2180.0,14.533333333333333
1092,7800 edgemere way el paso tx 79925,7800 edgemere blvd el paso tx 79925,0.9191502971603313,65991,65991,El Paso ISD Burges HS Reno & Additions,Notice to Proceed,A,High School,BURGES H S,1505,57810.0,38.411960132890364
1233,9594 kiefer blvd  sacramento ca 95827,9594 kiefer blvd  sacramento ca 958273817,0.9184140715009312,30329,30329,Rosemont H.S. Swimming Pool,Revised Contract,D,,ROSEMONT HIGH,1353,1900.0,1.4042867701404287
1102,800 w madison st gardner ks 66030,800 west madison street gardner ks 66030,0.9182953268006487,9371,9371,Gardner Elementary on Madison,Revised Contract,D,,MADISON ELEMENTARY,567,74000.0,130.5114638447972
1101,800 w madison st gardner ks 66030,800 west madison street gardner ks 66030,0.9182953268006487,9374,9374,Gardner Elementary FF & E,Contract,D,Elementary School,MADISON ELEMENTARY,567,74000.0,130.5114638447972
59,10203 e mcdowell mountain ranc scottsdale az 85255,10203 east mcdowell mountain ranch road scottsdale az 85259,0.9175927947124001,16285,16285,Desert Canyon Middle School - McDowell M,,D,,DESERT CANYON ELEMENTARY,455,147698.0,324.610989010989
75,1051 s pratt parkway longmont co 80501,395 s pratt parkway longmont co 80501,0.916851124418564,99917,99917,Black Rock ES - 2016 Bond,Email Authorization,I,Elementary School,BURLINGTON ELEMENTARY SCHOOL,427,53450.0,125.17564402810305
18,100 vadnais blvd vadnais heights mn 55127,100 east vadnais boulevard vadnais heights mn 55127,0.9160615012541354,20943,20943,Agricultural and Food Sciences Academy,,D,High School,AFSA HIGH SCHOOL,221,54000.0,244.34389140271495
923,5700 w harmon ave las vegas nv 89103,5700 west harmon avenue las vegas nv 89103,0.9155470883090149,17270,17270,Clark County 2-Story Prototype Elem,,D,,JOSEPH E THIRIOT ELEMENTARY SCHOOL,730,75000.0,102.73972602739725
907,532 northern heights seward ne 68434,532 northern heights seward ne 684342541,0.9149845960204721,5971,5971,Seward High School Addition,,D,,SEWARD HIGH SCHOOL,548,58000.0,105.83941605839416
908,532 northern heights seward ne 68434,532 northern heights seward ne 684342541,0.9149845960204721,2735,2735,Seward High School Gym & Aud Addn,,D,,SEWARD HIGH SCHOOL,548,54000.0,98.54014598540147
302,16200 kill creek road gardner ks 66030,16200 kill creek road gardner ks 660300097,0.9148690677398799,9498,9498,Gardner Middle School,Revised Contract,D,Middle School,PIONEER RIDGE MIDDLE SCHOOL,601,133990.0,222.9450915141431
290,15815 n 29th st phoenix az 85032,15815 north 29th street phoenix az 85032,0.9145946576029862,13899,13899,Palomino Renovation,,D,,PALOMINO INTERMEDIATE SCHOOL,506,9500.0,18.774703557312254
19,100 wolf run winneconne wi 54986,110 wolf run p o  box 5000 winneconne wi 54986,0.9141719347853398,24243,24243,Winneconne High School,,D,High School,WINNECONNE HIGH,525,150500.0,286.6666666666667
489,225 s santa fe ave compton ca 90221,501 s santa fe compton ca 90221,0.9138153558438468,102447,102447,Compton USD - Compton High School,Contract,A,Academic,LIFELINE EDUCATION CHARTER,672,322000.0,479.1666666666667
487,225 s santa fe ave compton ca 90221,501 s santa fe compton ca 90221,0.9138153558438468,115634,115634,Compton USD - Compton High School,Contract,A,Academic,LIFELINE EDUCATION CHARTER,672,322000.0,479.1666666666667
486,225 s santa fe ave compton ca 90221,501 s santa fe compton ca 90221,0.9138153558438468,101512,101512,Compton USD - Compton High School,Contract,A,Academic,LIFELINE EDUCATION CHARTER,672,322000.0,479.1666666666667
488,225 s santa fe ave compton ca 90221,501 s santa fe compton ca 90221,0.9138153558438468,71087,71087,Compton USD - Compton High School,Contract,A,High School,LIFELINE EDUCATION CHARTER,672,322000.0,479.1666666666667
291,15833 n 29th st phoenix az 85032,15833 north 29th street phoenix az 85032,0.9137418987797573,13896,13896,Palomino New Construction,,D,Elementary School,PALOMINO PRIMARY SCHOOL,694,76000.0,109.51008645533142
240,13425 n 19th ave phoenix az 85029,13425 north 19th avenue phoenix az 85029,0.9133232552539623,16352,16352,Moon Mountain Elementary       Po #20054,,D,,MOON MOUNTAIN SCHOOL,653,100008.0,153.15160796324656
178,1245 n euclid ave ontario ca 91762,1245 north euclid avenue ontario ca 91762,0.9126131702456983,71898,71898,CJUHSD-Chaffey High School Assessment,Notice to Proceed,D,High School,CHAFFEY HIGH,3277,669240.0,204.22337503814464
179,1245 n euclid ave ontario ca 91762,1245 north euclid avenue ontario ca 91762,0.9126131702456983,83958,83958,CJUHSD CHS GWS Auditorium Modernization,Contract,A,High School,CHAFFEY HIGH,3277,58700.0,17.912725053402504
292,15844 n 43rd st phoenix az 85032,15844 north 43rd street phoenix az 85032,0.9125148276202374,16283,16283,Whispering Wind Elementary School - Para,,D,,WHISPERING WIND ACADEMY,669,83357.0,124.59940209267563
763,404 indiana avenue long branch nj 7740,404 indiana ave long branch nj 07740,0.9116104289949882,25534,25534,Long Branch HS New Site,Contract,I,,LONG BRANCH HIGH SCHOOL,1514,290000.0,191.5455746367239
762,404 indiana avenue long branch nj 7740,404 indiana ave long branch nj 07740,0.9116104289949882,25525,25525,Long Branch HS New Site,Contract,I,High School,LONG BRANCH HIGH SCHOOL,1514,290000.0,191.5455746367239
780,421 walnut street farmington mn 55024,421 walnut street po  box 329 farmington mn 55024,0.9111003438406096,21691,21691,Farmington High School,Revised Contract,D,High School,DAKOTA COUNTY AREA LEARNING SCHOOL,18,453100.0,25172.222222222223
779,421 walnut street farmington mn 55024,421 walnut street po  box 329 farmington mn 55024,0.9111003438406096,21694,21694,Farmington High School                 N,Revised Contract,D,,DAKOTA COUNTY AREA LEARNING SCHOOL,18,450000.0,25000.0
778,421 walnut street farmington mn 55024,421 walnut street po  box 329 farmington mn 55024,0.9111003438406096,21698,21698,Farmington HS FF&E Package,No Revised Contract,D,High School,DAKOTA COUNTY AREA LEARNING SCHOOL,18,450000.0,25000.0
563,2910 sw applewood st ankeny ia 50023,2910 sw  applewood street ankeny ia 50021,0.9109421771646469,7967,7967,Crocker Elementary School Additions,Revised Contract,D,,CROCKER ELEMENTARY SCHOOL,663,16300.0,24.585218702865763
564,2910 sw applewood st ankeny ia 50023,2910 sw applewood street ankeny ia 50021,0.9109421771646469,7550,7550,Crocker Elementary School,,D,,CROCKER ELEMENTARY SCHOOL,663,74000.0,111.61387631975867
630,318 e washington street gardner ks 66030,318 e washington street gardner ks 660300097,0.9108962487335517,9602,9602,Wheatridge MS Addn & Remodel,Revised Contract,D,Middle School,WHEATRIDGE MIDDLE SCHOOL,544,77400.0,142.27941176470588
776,420 wacouta ave prairie du chien wi 53821,400 south wacouta prairie du chien wi 53821,0.9108558098267194,23971,23971,Prairie Duchien-Ba Kennedy Elem Remodel,,D,,BA KENNEDY SCHOOL,236,9000.0,38.13559322033898
43,101 w 2nd st north little rock ar 72114,101 w 22nd street north little rock ar 72114,0.9107762795643612,25278,25278,North Little Rock HS - Additions/Renov,Revised Contract,D,High School,NORTH LITTLE ROCK HIGH SCHOOL,2146,479154.0,223.27772600186393
493,22801 n 22nd st phoenix az 85024,22801 north 22nd street phoenix az 85024,0.9105237239128652,16296,16296,Boulder Creek Elementary School - Paradi,,D,,BOULDER CREEK ELEMENTARY SCHOOL,733,76761.0,104.72169167803547
323,17077 w 165th st olathe ks 66062,17077 w 165 olathe ks 66062,0.9099611675267641,9488,9488,Spring Hill USD 230 Elementary,Revised Contract,D,Elementary School,PRAIRIE CREEK ELEMENTARY,396,52152.0,131.6969696969697
119,1125 e 74th st los angeles ca 90001,1125 east 74th street los angeles ca 90001,0.9088873469343651,31131,31131,LAUSD - South Region Elem School #2,Contract,A,Academic,WISDOM ELEMENTARY,860,81782.0,95.0953488372093
1055,7337 n 19th ave phoenix az 85021,7337 north 19th avenue phoenix az 85021,0.9086980396157444,16351,16351,Orangewood Elementary          Po #20054,,D,,ORANGEWOOD SCHOOL,965,104793.0,108.5937823834197
117,11221 northridge drive gretna ne 68028,11221 northridge drive gretna ne 680287865,0.9074927730648809,2938,2938,Gretna Squire Thomas Elementary,Revised Contract,D,Elementary School,SQUIRE JOHN THOMAS ELEMENTARY,638,73000.0,114.42006269592477
894,5124 south hatch drive evergreen co 80439,5124 s hatch dr evergreen co 80439,0.9071153806977915,110880,110880,JCSD - Wilmot ES,Contract,A,Academic,WILMOT ELEMENTARY SCHOOL,352,13890.0,39.46022727272727
1168,850 e oak st monticello ia 52310,850 east oak street monticello ia 52310,0.9066720362440697,8962,8962,Monticello High School,,D,,MONTICELLO HIGH SCHOOL,387,93000.0,240.31007751937983
442,2100 e 87th st chicago il 60617,2100 east 87th street chicago il 60617,0.9063905425262675,12878,12878,CVCA-Ph I - CTE (and associated site),Revised Contract,D,High School,CHICAGO VOCATIONAL CAREER ACAD HS,760,850000.0,1118.421052631579
232,1322 avenue i gothenburg ne 69138,1311 avenue g gothenburg ne 69138,0.9060031791308727,4849,4849,Gothenburg K-12 Addn Phase 1,Contract,D,,GOTHENBURG SECONDARY SCHOOL,419,15000.0,35.79952267303103
135,11705 south 216th street gretna ne 68028,11705 south 216th street gretna ne 680287865,0.9057212309368823,2945,2945,Gretna High School Addn & Renovation,Revised Contract,D,High School,GRETNA MIDDLE SCHOOL,674,88179.0,130.82937685459942
134,11705 south 216th street gretna ne 68028,11705 south 216th street gretna ne 680287865,0.9057212309368823,3616,3616,Gretna Middle Sch Addn & Remodel,Revised Contract,D,Middle School,GRETNA MIDDLE SCHOOL,674,129496.0,192.13056379821958
425,202 w 3rd st louisville ne 68037,202 west 3rd street louisville ne 68037,0.9056967788375127,4605,4605,Louisville Public Schools - Add/Renov,Contract,D,Middle School,LOUISVILLE MIDDLE SCHOOL,151,17700.0,117.21854304635761
368,19000 n 63rd ave glendale az 85308,19000 north 63rd avenue glendale az 85308,0.9056351664269148,16363,16363,DVUSD - The Highlands,,D,,HIGHLAND LAKES SCHOOL,1138,106448.0,93.53954305799648
775,420 patriot dr box elder sd 57719,400 patriot drive box elder sd 57719,0.905239542183831,119369,119369,Douglas School District High School,Contract,A,Elementary School,DOUGLAS HIGH SCHOOL - 03,784,290750.0,370.8545918367347
354,1816 n 3rd st oskaloosa ia 52577,1816 north 3rd avenue oskaloosa ia 52577,0.9048210028986502,7444,7444,Oskaloosa H.S. Addition/Renovation,Revised Contract,D,,OSKALOOSA HIGH SCHOOL,632,47800.0,75.63291139240506
343,1801 n eola rd aurora il 60502,1801 north eola road aurora il 60502,0.9039056195368266,12207,12207,Metea Valley High School,Revised Contract,D,High School,METEA VALLEY HIGH SCHOOL,2917,464200.0,159.13609873157353
351,1812 mansfield rd grand island ne 68803,1812 mansfield road grand island ne 688031509,0.9038244157533691,5865,5865,Grand Island - Westridge Middle School,,D,,ENGLEMAN ELEMENTARY SCHOOL,537,18600.0,34.63687150837989
151,1201 west cheyenne road colorado springs co 80906,1118 cheyenne road colorado springs co 80906,0.9037859755997768,19205,19205,Cheyenne Mtn SD - Academic Arts Facility,,D,,CANON ELEMENTARY SCHOOL,139,27500.0,197.84172661870502
152,1201 west cheyenne road colorado springs co 80906,1118 cheyenne road colorado springs co 80906,0.9037859755997768,19209,19209,Cheyenne Mtn SD-Counseling Area Remodel,,D,,CANON ELEMENTARY SCHOOL,139,2600.0,18.705035971223023
153,1201 west cheyenne road colorado springs co 80906,1118 cheyenne road colorado springs co 80906,0.9037859755997768,19206,19206,Cheyenne Mtn SD - Auditorium Renovation,,D,Academic,CANON ELEMENTARY SCHOOL,139,13000.0,93.5251798561151
154,1201 west cheyenne road colorado springs co 80906,1118 cheyenne road colorado springs co 80906,0.9037859755997768,19208,19208,Cheyenne Mtn SD - Swimming Pool Renov.,,D,,CANON ELEMENTARY SCHOOL,139,16000.0,115.10791366906474
360,18480 california st elkhorn ne 68022,18480 california street elkhorn ne,0.90304709438779,3864,3864,Elkhorn West Dodge Station Elem Sch,Contract,D,Elementary School,WEST DODGE STATION ELEMENTARY,535,62500.0,116.82242990654206
99,1100 west main street windsor co 80550,1100 main street windsor co 80551,0.9030180649664376,1148,1148,Windsor High School,Contract,A,Academic,WINDSOR HIGH SCHOOL,1377,118000.0,85.69353667392883
170,1230 5th st nw bemidji mn 56601,201 15th st nw  bemidji mn 56601,0.9029931729198309,24040,24040,Bemidji Elementary School,,D,Elementary School,FIRST CITY SCHOOL,53,70000.0,1320.754716981132
345,1801 summit st yankton sd 57078,1801 summit yankton sd 570780738,0.9026780647098208,11436,11436,Yankton High School Addition,,D,,YANKTON HIGH SCHOOL - 01,912,5000.0,5.482456140350878
128,1135 w 6th st junction city or 97448,junction city high school 1135 w 6th ave junction city or 97448,0.9023895971713,69861,69861,Junction City SD High School,Contract,A,Academic,JUNCTION CITY HIGH SCHOOL,561,155500.0,277.1836007130125
445,2101 cougar country dr cedar park tx 78613,1900 cougar country drive cedar park tx 78613,0.9013739091960552,54548,54548,Leander ISD New High School,,D,High School,PATRICIA KNOWLES EL,593,450000.0,758.8532883642496
444,2101 cougar country dr cedar park tx 78613,1900 cougar country drive cedar park tx 78613,0.9013739091960552,54549,54549,Leander ISD New High School,,D,High School,PATRICIA KNOWLES EL,593,450000.0,758.8532883642496
188,1250 west broadway ave minneapolis mn 55411,1711 west broadway minneapolis mn 55411,0.90083742828616,22622,22622,"North Community Ymca - Minneapolis, MN",,D,Wellness Center,MINNEAPOLIS ON LINE LEARNING,49,42000.0,857.1428571428571
917,5619 e glade ave mesa az 85206,5619 east glade avenue mesa az 85206,0.9004820233705491,16327,16327,Marilyn Wilson Elementary,,D,,WILSON ELEMENTARY SCHOOL,632,71124.0,112.5379746835443
356,1827 bygland rd se east grand forks mn 56721,1827 bygland road southeast east grand forks mn 56721,0.899195269535296,23981,23981,East Grand Forks Middle School,,D,Middle School,CENTRAL MIDDLE,438,112000.0,255.70776255707761
1191,9000 hillpointe rd las vegas nv 89134,9700 w hillpointe road las vegas nv 89134,0.8989270048167871,17348,17348,Sheldon Adelson High School,Notice to Proceed,D,,WILLIAM LUMMIS ELEMENTARY SCHOOL,502,173200.0,345.0199203187251
929,5780 pacific rim blvd camas wa 98607,5750 nw pacific rim blvd camas wa 98607,0.8986963260953404,80984,80984,Camas SD Sharp Middle School,Contract,D,Middle School,ODYSSEY MIDDLE SCHOOL,245,27575.0,112.55102040816327
506,2401 e baristo rd  palm springs ca 92262,1350 e baristo rd palm springs ca 92262,0.8986340660847031,74623,74623,RCOE - Palm Springs Community School,Contract,D,Academic,PALM SPRINGS HIGH,1613,4378.0,2.7141971481711096
1138,8225 s 59th ave laveen az 85339,8225 south 59th avenue laveen az 85339,0.8985891999338147,14205,14205,PUHSD New Comprehensive High School,Revised Contract,D,High School,BETTY FAIRFAX HIGH SCHOOL,1708,345000.0,201.99063231850118
109,111 n chabal st solon ia 52333,111 north chabal street solon ia 52333,0.8983352687354553,8286,8286,Solon Lakeview ES Add/Renov.,Master Contract,D,Elementary School,LAKEVIEW ELEMENTARY,462,14207.0,30.751082251082252
382,19660 farnam st elkhorn ne 68022,19660 farnam street elkhorn ne 68002,0.8983181183752444,3213,3213,Elkhorn Fire Ridge Elementary School,Contract,D,Elementary School,FIRE RIDGE ELEMENTARY SCHOOL,465,57900.0,124.51612903225806
17,100 jefferson st buffalo ia 52726,1001 jefferson street buffalo ia 52728,0.8982263516567083,7333,7333,Buffalo-Perry Elementary School,,D,,BUFFALO ELEMENTARY SCHOOL,267,54000.0,202.24719101123594
1057,739 w g st oakdale ca 95361,739 west g street oakdale ca 95361,0.8978917380713496,32388,32388,OJUSD - Oakdale HS Aquatic Center,Revised Contract,D,Academic,OAKDALE HIGH,1699,3000.0,1.7657445556209534
687,3501 seine street new orleans la 70114,3501 seine drive new orleans la 70114,0.8970780324280432,1339,1339,Sherwood Elementary School,Contract,D,Elementary School,PAUL HABANS CHARTER SCHOOL,838,110000.0,131.26491646778044
280,1510 glenwood ave s minneapolis mn 55405,1100 glenwood avenue minneapolis mn 55405,0.8961614916810179,23363,23363,Washburn Center for Children,Revised Contract,D,Wellness Center,RIVER BEND EDUCATIONAL CENTER,97,55000.0,567.0103092783505
180,1245 n euclid ave ontario ca 91762,1245 north euclide avenue ontario ca 91762,0.8961317715128976,70551,70551,CJUHSD Building E Replacement,Contract,D,High School,CHAFFEY HIGH,3277,60000.0,18.3094293561184
479,2215 s campus st kearney mo 64060,2215 south campus drive kearney mo 64060,0.8955007034265501,10408,10408,Kearney Mid Level School,,D,,KEARNEY JR. HIGH,540,64000.0,118.51851851851852
478,2215 s campus st kearney mo 64060,2215 south campus drive kearney mo 64060,0.8955007034265501,10852,10852,Kearney Mid Level Phase II,,D,,KEARNEY JR. HIGH,540,84837.0,157.10555555555555
159,1210 n 5th ave phoenix az 85003,1210 north 5th avenue phoenix az 85003,0.8947316460291972,16430,16430,Kenilworth Classroom Addition,,D,,KENILWORTH ELEMENTARY SCHOOL,534,12000.0,22.471910112359552
